Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Jours couverts,31,Hypohèse 1 : 15 pirogues FMF dans les sites couverts et 25 dans les strates de Kango,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Année,(Tous),Unnamed: 32,Données enquête cadre,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41
,,,,2024-11-15 00:00:00,7,42.107142857142854,,Odoum KG. 007/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2024-12-29 00:00:00,10,122.54285714285716,,Ogduwa,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2024-11-03 00:00:00,6,26.666666666666668,,Ogologo sira OW. 061/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2024-11-11 00:00:00,5,86.9,,Ogoluwa 3 CC. 883/23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2024-11-16 00:00:00,7,28.888095238095236,,Ogoluwa Black OW. 146/01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2024-11-25 00:00:00,3,33.02777777777778,,Ogoula et fils 3 OW. 036/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-29 00:00:00,33,187.8181818181818,,Ogoula et fils OW. 041/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-07 00:00:00,114,178.71929824561403,,Oiseau 1 L. 129/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-22 00:00:00,50,191.24,,Oiseau 2 CC. 429/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-15 00:00:00,93,188.48924731182797,,Ok OW. 020/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-21 00:00:00,18,162.41111111111113,,Ola oluwa CC. 334/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-14 00:00:00,62,161.75887096774193,,Olivier charles L. 002/01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-08 00:00:00,114,156.7280701754386,,Olivier OW. 164/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-16 00:00:00,141,190.6659574468085,,Oliwa,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-24 00:00:00,31,126.51612903225806,,Olola  OW. 088/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-31 00:00:00,42,190.07142857142858,,Oluia,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-25 00:00:00,25,102.316,,Ombenga,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-20 00:00:00,19,136.18421052631578,,Omowumi L. 205/04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-27 00:00:00,33,299.07575757575756,,Ope Oluwa kG. 040/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-28 00:00:00,43,193.88953488372093,,Opt L. 254/04,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-09 00:00:00,94,160.86170212765958,,Oriyomi L. 283/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-18 00:00:00,112,160.85,,Oss kama 1 CC. 393/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-10 00:00:00,61,125.79262295081968,,Oss kama 4 CC. 480/15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-26 00:00:00,25,140.776,,Oss kama 4 L. 244/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-30 00:00:00,56,213.0625,,Oss kama 5 CC. 549/15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-23 00:00:00,47,176.12765957446808,,Oss kama 6 CC. 480/15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-17 00:00:00,101,157.71782178217822,,Oss kama 6 L. 244/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-11 00:00:00,23,154.93695652173915,,Owode OW. 027/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-06 00:00:00,86,170.4825581395349,,Papa 1 OW. 128/99,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-19 00:00:00,18,93.18055555555556,,Papa 2 OW. 053/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-13 00:00:00,38,217.92105263157896,,Pedro OW. 067/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-05 00:00:00,56,165.33035714285714,,Pelican d'Akanda L. 169/95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1900-01-08 00:00:00,1,199.5,,Peter OW. 063/17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-03 00:00:00,40,163.925,,Peti mauvais OW. 296/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-12 00:00:00,18,161.11666666666667,,Pierre sur maine,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-04 00:00:00,97,190.39690721649484,,Pigeon L. 127/98,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-02 00:00:00,18,206.36111111111111,,Pnr KG. 009/17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-01-01 00:00:00,3,89.33333333333333,,Poba 1 OW. 160/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-25 00:00:00,46,139.07608695652175,,Porgentillaise OW. 023/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-18 00:00:00,85,137.79882352941175,,Princesse L. 055/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-07 00:00:00,82,162.5548780487805,,Protection divine AK. 015/21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-28 00:00:00,57,154.43859649122808,,Puma OW. 045/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-22 00:00:00,32,110.8125,,Qui sait l'avenir OW. 202/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-12 00:00:00,67,248.71791044776117,,Qui vivra verra CC. 140/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-20 00:00:00,55,165.12727272727273,,Raphael 1 L. 255/99,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-11 00:00:00,47,248.12765957446808,,Renaissance AK. 043/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-04 00:00:00,73,183.95205479452054,,Rico 2 OW. 306/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-27 00:00:00,62,249.06451612903226,,Rien n'est tard OW. 096/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-15 00:00:00,106,146.91745283018867,,Romidayo AK. 026/21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-08 00:00:00,89,176.58426966292134,,Ronaldo 1 CC. 527/17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-21 00:00:00,28,205.07142857142858,,Ronaldo OW. 006/01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-13 00:00:00,59,138.92372881355934,,Rosana OW. 246/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-06 00:00:00,99,149.16666666666666,,Sandra 2 OW. 050/17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-10 00:00:00,45,254.02777777777777,,Sea never dry L. 083/03,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-14 00:00:00,57,231.44736842105263,,Seeg 1 OW. 034/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-26 00:00:00,55,179.78181818181818,,Seeg 2 AK. 030/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-03 00:00:00,94,215.73936170212767,,Sefoumi OW. 033/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-23 00:00:00,23,119.55434782608695,,Seho L. 006/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-16 00:00:00,53,162.82075471698113,,Seun L. 011/00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-05 00:00:00,99,184.6161616161616,,Sharp 2 AK. 027/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-19 00:00:00,47,101.38297872340425,,Sharp KG. 022/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-02 00:00:00,15,226.96666666666667,,Sir Pierre Marine CC. 245/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-01 00:00:00,58,210.88793103448276,,Smalt OW. 121/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-09 00:00:00,16,90.8125,,Sogapa 10 OW. 043/13,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-17 00:00:00,74,174.93243243243242,,Sogapa 17 OW. 334/00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-02-24 00:00:00,48,177.83854166666666,,Sogapa 19 L. 344/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-27 00:00:00,42,91.01190476190474,,Sogapa 30 L. 166/99,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-17 00:00:00,32,77.46875,,Sogapa 9 OW. 078/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-10 00:00:00,21,122.32142857142857,,Souviens toi de moi OW. 129/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-30 00:00:00,13,94.20769230769231,,Super Adidas OW. 044/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-23 00:00:00,9,68.72222222222223,,Surulere 1 OW. 034/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-09 00:00:00,51,173.44607843137254,,Tarzan KG. 006/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-16 00:00:00,63,171.68253968253967,,Tassi  OW. 027/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-08 00:00:00,97,152.98711340206185,,Taye OW. 054/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-22 00:00:00,18,78.86111111111111,,Tchango mbia 1 L. 003/95,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-15 00:00:00,83,151.68072289156626,,Tchango mbia 5 L. 220/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-12 00:00:00,22,96.31818181818181,,Tchango mbia 5 L. 220/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-29 00:00:00,23,98.83695652173913,,Temi L. 190/98,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-21 00:00:00,25,118.16,,Tipolo 2 OW. 003/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-06 00:00:00,49,63.03061224489796,,Tomy AK. 020/17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-18 00:00:00,45,127.76666666666667,,Tony OW. 092/01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-24 00:00:00,32,120.328125,,Tope OW. 129/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-07 00:00:00,85,140.95294117647057,,Towolawi Elipheus AK. 018/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-01 00:00:00,18,81.72222222222223,,Trésor 3 KG. 005 /17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-05 00:00:00,36,66.44444444444444,,Trésor 4 KG. 02/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-26 00:00:00,55,169.36545454545455,,Union ville OW. 0252/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-14 00:00:00,106,140.02358490566039,,USA 1 L. 143/00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-20 00:00:00,60,86.05,,USA 2 AK. 017/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-13 00:00:00,27,110.21296296296296,,Usa KG. 017/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-19 00:00:00,35,68.97857142857143,,Vanite KG. 011/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-04 00:00:00,81,147.73456790123456,,Veronique 1 KG. 064/15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-03 00:00:00,15,83.53333333333333,,Veronique 2 L. 013/17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-25 00:00:00,44,99.85227272727273,,Vidav 2 KG. 021/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-02 00:00:00,9,205.77777777777777,,Vidav 5 KG. 019/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-31 00:00:00,15,71.26666666666667,,Vidav 6 KG. 018/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-28 00:00:00,36,140.00416666666666,,Vidav 7 KG. 011/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-03-11 00:00:00,12,91.83333333333333,,W.2 L'awagne AK. 019/21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-01 00:00:00,11,332.04545454545456,,Yomi CC. 190/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,22/01//2025,1,417,,Yvan L.173/89,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2225-01-15 00:00:00,1,124,,Zion L. 104/94,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-07-01 00:00:00,15,62.843333333333334,,Zita 1 OW. 025/24,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-24 00:00:00,48,281.359375,,Abessolo POG.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-18 00:00:00,64,132.265625,,Ademola KG. 042/15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-26 00:00:00,79,147.57911392405063,,La Wagne Ak. 019/21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-21 00:00:00,53,173.3003144654088,,Akendengue L. 1286/23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-15 00:00:00,47,91.29787234042553,,Akossiwo OW. 014/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-28 00:00:00,51,82.63333333333334,,Alade KG. 044/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-23 00:00:00,17,159.9558823529412,,Albatros L. 169/00,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-17 00:00:00,76,152.68421052631578,,Alenakiri,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-22 00:00:00,23,86.5,,Andre Jesus OW. 04/23,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-16 00:00:00,51,129.2058823529412,,Angona 2 OW. 044/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-30 00:00:00,11,101.93181818181819,,Anna lucia samuelle OW. 110/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-25 00:00:00,59,213.8728813559322,,Anne peniele rita  OW. 091/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-07 00:00:00,72,146.9752314814815,,Atiritara 1 CC. 120/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-30 00:00:00,28,131.70535714285714,,Avangani aniambie OMB. 204/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-24 00:00:00,61,285.4224043715847,,Awayino KG. 048/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-21 00:00:00,23,135.04130434782607,,Ayeto 2 OW. 043/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-18 00:00:00,57,122.17543859649123,,Babatunde OW. 105/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-16 00:00:00,92,122.305615942029,,Bekale 27 L. 098/03,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-14 00:00:00,55,161.43545454545455,,Boromdarec POG.,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-07 00:00:00,78,131.74871794871794,,CapaL.4 OW. 045/17,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-29 00:00:00,48,302.72083333333336,,CapaL.7 OW. 096/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-24 00:00:00,68,196.75710784313725,,Cepg 17 L.1245/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-19 00:00:00,40,141.87333333333333,,Cepg 1 KG.030/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-10 00:00:00,59,209.98728813559322,,Chinchoua OW. 106/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-20 00:00:00,13,84.97435897435896,,Chinchoua OW. 106/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-14 00:00:00,79,199.23227848101266,,CieL.sur terre AK. 001/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-07 00:00:00,79,114.18417721518986,,Yvan Colis POG. 2476/09,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-21 00:00:00,22,288.8954545454545,,Cooper OW. 207/08,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-08 00:00:00,78,195.40897435897435,,Croire à dieu OW. 242/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-30 00:00:00,20,89.13,,Damilola L. 306/10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-23 00:00:00,41,257.16666666666663,,David 2 L. 003/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-16 00:00:00,76,115.06644736842104,,Deixa falar L. 043/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-22 00:00:00,52,142.27371794871794,,Diboti 1 L. 019/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-17 00:00:00,72,135.10208333333333,,Dieu créateur OW. 127/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-13 00:00:00,15,115.55333333333333,,Dieudonné OW. 044/11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-06 00:00:00,49,85.05884353741496,,Dieudonné OW. 061/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-18 00:00:00,63,111.15873015873017,,Efayong L. 026/01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-25 00:00:00,87,147.52241379310342,,Eliwa bendje PG. 531/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-15 00:00:00,66,133.4537878787879,,Emmanuel KG. 014/14,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-29 00:00:00,18,67.11111111111111,,Emmanuel L. 010/06,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-27 00:00:00,86,103.01744186046511,,Emmanuel OW. 047/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-20 00:00:00,47,199.64645390070925,,Emmanuel 1 OW. 027/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-11 00:00:00,50,193.075,,Emmanuel 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-10 00:00:00,46,278.0652173913044,,Equateur 19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-06 00:00:00,89,108.73595505617978,,Equateur 12 CC. 330/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-13 00:00:00,39,159.85683760683762,,Equateur 35 AK.018/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-15 00:00:00,91,144.15567765567766,,Equateur 10. L12/01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-22 00:00:00,39,128.72435897435898,,Equateur 17 LA.1245/20,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-29 00:00:00,58,300.0370689655173,,Esperance OW. 172/09,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-28 00:00:00,74,255.82432432432432,,Etienne L. 030/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-27 00:00:00,65,148.77307692307693,,Eva maria OW. 008/18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-20 00:00:00,67,137.72014925373134,,Faloba OW. 19/07,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-13 00:00:00,42,173.96428571428572,,Force divine OW 165/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-06 00:00:00,60,129.3,,God bless 2 CC. 578/21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-05 00:00:00,77,110.3409090909091,,God will 1 L. 009/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-12 00:00:00,38,179.30043859649123,,Godbless 2 CC. 578/21,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-14 00:00:00,70,78.74761904761905,,Grace AK. 006/19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-04 00:00:00,75,116.592,,Helen CC. 477/15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-02 00:00:00,21,64.52380952380952,,Herbert AK. 008/22,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-04-26 00:00:00,79,113.43502109704642,,Igondjo marie georgette L. 045/05,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-05-08 00:00:00,81,110.16358024691358,,Ipokap L. 126/02,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-06-19 00:00:00,65,127,,Ismael L. 051/01,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2025-07-04 00:00:00,38,55.23026315789474,,IsmaeL.OW. 141/12,,,,,,,,,,,,,,,,,,,,,,,,,,,
